FID,lat,lon,gid,reachid,pen_power_,pen_head_f
ReAtlas_smallhydro.3306,45.97720386116311,-121.1116620065527,3306,856015.000000,4051.776,91.339
ReAtlas_smallhydro.3308,46.255720345993154,-119.60265004396126,3308,852587.000000,3686.429,22.474
ReAtlas_smallhydro.3311,46.277956470951445,-119.54304159104663,3311,852572.000000,1439.912,8.793
ReAtlas_smallhydro.3313,46.29525967589589,-119.47480457178003,3313,852649.000000,1484.224,9.121
ReAtlas_smallhydro.3315,46.32379358521129,-119.34208291729774,3315,852603.000000,1842.203,11.713
ReAtlas_smallhydro.3316,45.99679883601622,-121.14128281769388,3316,855994.000000,1017.194,23.852
ReAtlas_smallhydro.3318,45.99867385810806,-121.14321157106752,3318,855970.000000,1535.263,36.056
ReAtlas_smallhydro.3321,46.322596338864386,-119.37130029158146,3321,852567.000000,1620.931,10.302
ReAtlas_smallhydro.3327,46.01423915416141,-121.15565882499521,3327,855953.000000,4025.136,576.608
ReAtlas_smallhydro.3329,46.02003962880195,-121.14869060281558,3329,855954.000000,1613.535,336.450
ReAtlas_smallhydro.3330,46.01867418768176,-121.15737932515373,3330,855952.000000,1774.590,56.988
ReAtlas_smallhydro.3331,46.32489106575306,-119.49195178560305,3331,852520.000000,1503.572,9.252
ReAtlas_smallhydro.3333,46.035384965477455,-121.1341980329349,3333,855942.000000,1030.127,234.154
ReAtlas_smallhydro.3334,46.03324833478587,-121.17506168250222,3334,855940.000000,2180.042,70.177
ReAtlas_smallhydro.3336,46.358863958295366,-119.3968120799793,3336,852513.000000,1002.515,6.365
ReAtlas_smallhydro.3340,46.36935891220009,-119.40220667907067,3340,852447.000000,1703.127,10.794
ReAtlas_smallhydro.3342,46.041692260556566,-121.20881544730238,3342,855931.000000,3403.264,117.356
ReAtlas_smallhydro.3346,46.37787587116061,-119.41731541074572,3346,852427.000000,1740.684,11.024
ReAtlas_smallhydro.3354,46.07818526471848,-121.26594963855703,3354,855907.000000,2708.969,96.785
ReAtlas_smallhydro.3362,46.109274614893025,-121.27928426157209,3362,855881.000000,3251.139,118.209
ReAtlas_smallhydro.3363,46.48039966665974,-119.26607793402442,3363,850624.000000,27386.950,8.760
ReAtlas_smallhydro.3365,46.324895233547984,-120.17315584348626,3365,852284.000000,2262.949,12.959
ReAtlas_smallhydro.3369,46.49464499990741,-119.26598019794747,3369,850614.000000,9869.097,3.150
ReAtlas_smallhydro.3371,46.13365382323404,-121.28960759577365,3371,855860.000000,1436.128,404.954
ReAtlas_smallhydro.3374,46.34010719944837,-120.21418530636953,3374,852256.000000,3516.805,19.948
ReAtlas_smallhydro.3376,46.156015579545475,-121.27664982638089,3376,855866.000000,2749.257,117.060
ReAtlas_smallhydro.3388,46.3918364145918,-120.24963881240228,3388,852177.000000,2762.658,15.584
ReAtlas_smallhydro.3396,46.40519273043803,-120.29928763255523,3396,852119.000000,1221.418,6.857
ReAtlas_smallhydro.3401,46.587652533573454,-119.37147369534767,3401,850502.000000,30000.000,11.516
ReAtlas_smallhydro.3403,46.41843798273407,-120.33564519498367,3403,852089.000000,1151.219,6.430
ReAtlas_smallhydro.3408,46.422682257336895,-120.3553485161008,3408,852072.000000,1746.418,9.744
ReAtlas_smallhydro.3410,46.42981603795468,-120.37453578533825,3410,852047.000000,8065.113,44.980
ReAtlas_smallhydro.3416,46.61087616944836,-119.40160916723079,3416,850454.000000,19758.129,6.299
ReAtlas_smallhydro.3419,46.44790826790718,-120.38579012712535,3419,852008.000000,1109.076,6.168
ReAtlas_smallhydro.3425,46.45925941636123,-120.38645226415443,3425,851972.000000,3739.412,20.768
ReAtlas_smallhydro.3447,46.49101531651596,-120.4363131462876,3447,851923.000000,4336.627,24.049
ReAtlas_smallhydro.3454,46.51806136147737,-120.45985420842123,3454,851886.000000,3511.993,19.455
ReAtlas_smallhydro.3459,46.53591748550972,-120.46783299428594,3459,851864.000000,1206.084,6.562
ReAtlas_smallhydro.3460,46.54362006149512,-120.4655125548322,3460,851857.000000,1359.827,7.382
ReAtlas_smallhydro.3463,46.567569164764684,-120.46007677063909,3463,851852.000000,4418.332,23.950
ReAtlas_smallhydro.3466,46.582148729930594,-120.45995889923933,3466,851829.000000,2878.554,15.584
ReAtlas_smallhydro.3470,46.5958332482638,-120.45708007926777,3470,851820.000000,3554.253,19.226
ReAtlas_smallhydro.3474,46.61626768776128,-120.48622755069457,3474,851812.000000,4747.081,25.656
ReAtlas_smallhydro.3475,46.62273019202577,-120.54884144115644,3475,851777.000000,3174.812,38.419
ReAtlas_smallhydro.3480,46.631837097446045,-120.5862353961302,3480,851770.000000,3961.018,47.080
ReAtlas_smallhydro.3482,46.667111867224115,-120.49303247408236,3482,851430.000000,2571.025,24.442
ReAtlas_smallhydro.3495,46.699520864839954,-120.49040573252054,3495,851413.000000,2022.463,19.685
ReAtlas_smallhydro.3498,46.68378880661817,-120.65417938062754,3498,851741.000000,3509.172,41.470
ReAtlas_smallhydro.3505,46.743421863304825,-120.45089538852133,3505,851408.000000,4621.168,43.734
ReAtlas_smallhydro.3514,46.669894961477596,-120.98489604392583,3514,851699.000000,1703.524,80.512
ReAtlas_smallhydro.3515,46.724557857126186,-120.70216486558655,3515,851724.000000,3622.367,42.585
ReAtlas_smallhydro.3528,46.79557017229876,-120.46141168601565,3528,851377.000000,1454.524,13.648
ReAtlas_smallhydro.3529,46.74214271335034,-120.75424613148613,3529,851663.000000,4356.626,50.984
ReAtlas_smallhydro.3535,46.74652132716021,-120.78669558388782,3535,851656.000000,1835.894,29.035
ReAtlas_smallhydro.3536,46.74652132716021,-120.78669558388782,3536,851667.000000,1340.857,59.678
ReAtlas_smallhydro.3537,46.747653516851955,-120.79725252076258,3537,851653.000000,2513.051,39.731
ReAtlas_smallhydro.3541,46.760292818503544,-120.83047155473187,3541,851637.000000,3089.925,48.753
ReAtlas_smallhydro.3546,46.77829848760334,-120.86497165924257,3546,851632.000000,2680.119,42.257
ReAtlas_smallhydro.3549,46.78946251838956,-120.8713163633771,3549,851626.000000,1524.174,24.049
ReAtlas_smallhydro.3553,46.87010958563688,-120.48290045700506,3553,851334.000000,4354.134,39.600
ReAtlas_smallhydro.3554,46.796040594286495,-120.89331286880974,3554,851620.000000,2957.562,46.621
ReAtlas_smallhydro.3556,46.803630153890566,-120.91287011774577,3556,851613.000000,2996.446,47.211
ReAtlas_smallhydro.3565,46.825870698551896,-120.93811932477752,3565,851604.000000,1525.628,30.774
ReAtlas_smallhydro.3566,46.81078508387846,-121.02064667957518,3566,851611.000000,1913.555,159.449
ReAtlas_smallhydro.3567,46.999858245765665,-119.99597568918671,3567,847957.000000,3850.245,1.181
ReAtlas_smallhydro.3571,46.83947000719641,-120.94948319000278,3571,851589.000000,2031.887,42.815
ReAtlas_smallhydro.3576,46.937514862364104,-120.50982324190176,3576,851250.000000,1526.199,13.156
ReAtlas_smallhydro.3577,46.857123754997836,-120.95715399434522,3577,851585.000000,1102.530,23.228
ReAtlas_smallhydro.3581,46.867320880818504,-120.96720420897844,3581,851580.000000,2847.075,60.039
ReAtlas_smallhydro.3582,46.953418488905264,-120.51792464813121,3582,851228.000000,1391.693,11.975
ReAtlas_smallhydro.3586,46.96821079092085,-120.5398113481263,3586,851212.000000,2125.676,18.209
ReAtlas_smallhydro.3587,46.88738179071175,-120.98759060954418,3587,851572.000000,2590.699,55.840
ReAtlas_smallhydro.3589,46.98528065613966,-120.55689647856664,3589,851194.000000,1467.215,12.697
ReAtlas_smallhydro.3590,46.99139581368637,-120.57101320343136,3590,851185.000000,2012.621,17.388
ReAtlas_smallhydro.3594,47.00989641485615,-120.60328590076904,3594,851159.000000,1456.002,13.091
ReAtlas_smallhydro.3596,46.93402054039765,-121.0581653144801,3596,851539.000000,2443.708,53.773
ReAtlas_smallhydro.3598,47.02442510871691,-120.61739319843139,3598,851154.000000,1495.174,13.255
ReAtlas_smallhydro.3603,47.03889943793617,-120.63026682358168,3603,851136.000000,1331.717,11.778
ReAtlas_smallhydro.3604,46.99372012158359,-120.88188679767453,3604,851135.000000,1050.107,279.035
ReAtlas_smallhydro.3605,47.044339435270466,-120.63886055666953,3605,851129.000000,2172.809,19.160
ReAtlas_smallhydro.3607,46.96473750412787,-121.08765005893505,3607,851512.000000,2243.097,50.328
ReAtlas_smallhydro.3610,46.98677517454671,-121.1019692342251,3610,851498.000000,2333.402,88.550
ReAtlas_smallhydro.3612,46.9950848261003,-121.11010456422144,3612,851495.000000,1095.465,66.371
ReAtlas_smallhydro.3615,47.080927007434866,-120.67652075150733,3615,851116.000000,2199.940,19.324
ReAtlas_smallhydro.3621,47.09203663032988,-120.70927894760953,3621,851092.000000,1037.635,129.856
ReAtlas_smallhydro.3622,47.0989814241772,-120.69283388193082,3622,851083.000000,1882.061,16.503
ReAtlas_smallhydro.3626,47.11368708321257,-120.7274004884548,3626,851081.000000,5126.786,48.228
ReAtlas_smallhydro.3630,47.122861173063605,-120.73704928904411,3630,851055.000000,1544.967,14.698
ReAtlas_smallhydro.3633,47.1125030454045,-120.8877468464081,3633,851035.000000,1104.786,159.810
ReAtlas_smallhydro.3640,47.153728973490615,-120.80885512321254,3640,851026.000000,1731.430,16.437
ReAtlas_smallhydro.3650,47.17119435422104,-120.85882140868591,3650,851006.000000,2761.959,29.528
ReAtlas_smallhydro.3658,47.18609709101883,-120.93473037446256,3658,850982.000000,2345.980,24.672
ReAtlas_smallhydro.3660,47.177737440834555,-120.99955527472696,3660,850977.000000,1747.601,41.043
ReAtlas_smallhydro.3661,47.17533667071501,-121.02308028372269,3661,850974.000000,1211.495,22.867
ReAtlas_smallhydro.3665,47.17850229245546,-121.04837734624681,3665,850963.000000,1120.954,21.161
ReAtlas_smallhydro.3670,47.368938799917835,-120.17010223947119,3670,847807.000000,7750.507,2.362
ReAtlas_smallhydro.3671,47.37146600549347,-120.1763618942253,3671,847803.000000,13672.905,4.167
ReAtlas_smallhydro.3674,47.2247902494356,-121.04121736468267,3674,850934.000000,1476.457,34.482
ReAtlas_smallhydro.3680,47.22324402251828,-121.11447738863205,3680,850914.000000,1141.718,23.524
ReAtlas_smallhydro.3681,47.23845656489567,-121.05840905170035,3681,850911.000000,5406.299,127.395
ReAtlas_smallhydro.3683,47.22678549109293,-121.14974838588859,3683,850901.000000,2033.559,42.290
ReAtlas_smallhydro.3685,47.216976793115,-121.23079181142728,3685,850900.000000,1381.831,320.079
ReAtlas_smallhydro.3690,47.239066623193686,-121.17581396630246,3690,850878.000000,1507.146,32.087
ReAtlas_smallhydro.3700,47.25922130785158,-121.20336380197782,3700,850873.000000,1140.049,64.239
ReAtlas_smallhydro.3717,47.4592753729105,-120.33916323589872,3717,848362.000000,1873.477,13.714
ReAtlas_smallhydro.3724,47.479154939642505,-120.39090592675399,3724,848344.000000,2589.862,18.832
ReAtlas_smallhydro.3725,47.316280056503246,-121.3236255133713,3725,850827.000000,2255.215,115.092
ReAtlas_smallhydro.3728,47.489212606842216,-120.41765479616117,3728,848340.000000,3496.090,25.361
ReAtlas_smallhydro.3729,47.364247635457616,-121.10454810780965,3729,850817.000000,1714.246,45.505
ReAtlas_smallhydro.3730,47.502691260390904,-120.42854219782447,3730,848333.000000,1476.018,10.696
ReAtlas_smallhydro.3731,47.5031758874576,-120.43363710766789,3731,848330.000000,4252.008,30.774
ReAtlas_smallhydro.3733,47.35968798042689,-121.24510810180215,3733,850813.000000,1094.128,222.244
ReAtlas_smallhydro.3737,47.401090737087074,-121.09695233287346,3737,850804.000000,3503.847,133.957
ReAtlas_smallhydro.3738,47.523924737335975,-120.46491593657615,3738,848313.000000,1974.018,14.272
ReAtlas_smallhydro.3739,47.52234695666205,-120.4798630100749,3739,848310.000000,1053.558,7.546
ReAtlas_smallhydro.3741,47.41121587598137,-121.11812815714848,3741,850809.000000,2509.047,230.479
ReAtlas_smallhydro.3745,47.528094312712355,-120.4931216114255,3745,848307.000000,2760.083,19.751
ReAtlas_smallhydro.3750,47.532016763875575,-120.53351997142602,3750,848301.000000,5587.839,39.928
ReAtlas_smallhydro.3754,47.53901763075661,-120.54604151423806,3754,848295.000000,1112.565,7.940
ReAtlas_smallhydro.3757,47.5415591910451,-120.54906768174948,3757,848294.000000,5504.428,39.206
ReAtlas_smallhydro.3765,47.55772773411609,-120.57454771351243,3765,848283.000000,2919.351,21.457
ReAtlas_smallhydro.3766,47.61998805659421,-120.23342494203533,3766,847727.000000,1242.981,0.394
ReAtlas_smallhydro.3772,47.547253708901906,-120.68929622513087,3772,848280.000000,5144.874,143.110
ReAtlas_smallhydro.3774,47.54367723245344,-120.7104422102314,3774,848279.000000,10109.855,285.072
ReAtlas_smallhydro.3778,47.548079286604384,-120.75558138234743,3778,848270.000000,4491.952,127.822
ReAtlas_smallhydro.3781,47.58122052324938,-120.61229564566185,3781,848278.000000,5849.646,42.848
ReAtlas_smallhydro.3783,47.55537505616455,-120.77562898519619,3783,848271.000000,2955.299,864.304
ReAtlas_smallhydro.3787,47.66297774557255,-120.23953743435098,3787,847712.000000,1073.904,57.185
ReAtlas_smallhydro.3788,47.58544265124931,-120.67868642783228,3788,848265.000000,14165.397,137.664
ReAtlas_smallhydro.3793,47.66542355965256,-120.26670373134857,3793,847706.000000,1132.726,60.269
ReAtlas_smallhydro.3794,47.57213466254973,-120.79157766709005,3794,848267.000000,6718.392,211.483
ReAtlas_smallhydro.3796,47.60118444708464,-120.64624826065477,3796,848256.000000,1422.304,10.302
ReAtlas_smallhydro.3799,47.67237440760443,-120.30789378308089,3799,847695.000000,1260.030,67.717
ReAtlas_smallhydro.3802,47.58742300110727,-120.80942209048521,3802,848249.000000,2344.284,74.442
ReAtlas_smallhydro.3808,47.59805865582737,-120.81889861919021,3808,848242.000000,3105.511,100.066
ReAtlas_smallhydro.3809,47.61610341274392,-120.72174190725445,3809,848237.000000,4847.709,47.211
ReAtlas_smallhydro.3814,47.60732306586034,-120.86804692875123,3814,848227.000000,2776.008,91.207
ReAtlas_smallhydro.3815,47.634375119862334,-120.7263774889586,3815,848225.000000,7953.411,78.215
ReAtlas_smallhydro.3817,47.710432605097154,-120.33063745104948,3817,847679.000000,1366.529,76.870
ReAtlas_smallhydro.3824,47.74800961475094,-120.20996560118746,3824,847673.000000,4119.389,1.312
ReAtlas_smallhydro.3836,47.67085169098595,-120.73603977982924,3836,848206.000000,1146.542,11.286
ReAtlas_smallhydro.3837,47.81018860849274,-119.98436476619764,3837,847545.000000,14683.203,217.356
ReAtlas_smallhydro.3841,47.68163138553557,-120.72627213786805,3841,848202.000000,2137.263,22.178
ReAtlas_smallhydro.3843,47.68431162845007,-120.73470459712397,3843,848196.000000,1642.456,315.420
ReAtlas_smallhydro.3846,47.71600963592197,-120.65790172267373,3846,848188.000000,4097.831,42.421
ReAtlas_smallhydro.3850,47.872317912369574,-119.91371626839339,3850,845619.000000,5849.109,1.903
ReAtlas_smallhydro.3860,47.76895239758968,-120.65748110897249,3860,848160.000000,1812.201,18.701
ReAtlas_smallhydro.3873,47.671980670043574,-121.39186218225959,3873,876707.000000,2395.216,538.944
ReAtlas_smallhydro.3874,47.69229067701115,-121.29837473871501,3874,876711.000000,7788.457,305.184
ReAtlas_smallhydro.3875,47.7173696422367,-121.19399387533738,3875,876701.000000,1815.189,285.761
ReAtlas_smallhydro.3876,47.71711735730515,-121.20746814924584,3876,876695.000000,2253.734,137.861
ReAtlas_smallhydro.3877,47.71749939164317,-121.20844244754218,3877,876693.000000,2664.139,860.105
ReAtlas_smallhydro.3879,47.713159506017185,-121.24991223031802,3879,876691.000000,2045.862,95.276
ReAtlas_smallhydro.3880,47.71722531804536,-121.22807917588327,3880,876694.000000,4121.246,205.840
ReAtlas_smallhydro.3881,47.68880703260031,-121.39077157879836,3881,876696.000000,3025.462,172.441
ReAtlas_smallhydro.3882,47.70582843258776,-121.30129786719385,3882,876690.000000,3541.711,153.543
ReAtlas_smallhydro.3883,48.003138872569146,-119.65640528418962,3883,845511.000000,7202.223,2.461
ReAtlas_smallhydro.3885,47.77319181514186,-120.96673773135294,3885,848131.000000,1079.690,174.705
ReAtlas_smallhydro.3892,47.71457468247674,-121.32082874630484,3892,876689.000000,2831.005,57.054
ReAtlas_smallhydro.3898,47.71960138130082,-121.39032578690549,3898,876684.000000,2365.776,29.199
ReAtlas_smallhydro.3899,47.730899541463614,-121.33598150094565,3899,876683.000000,2264.969,77.822
ReAtlas_smallhydro.3900,48.103358705391216,-119.24942901625457,3900,845471.000000,18909.421,6.430
ReAtlas_smallhydro.3901,48.103095693609504,-119.25427176200236,3901,845470.000000,5016.019,1.706
ReAtlas_smallhydro.3902,47.71839673592242,-121.40877708245964,3902,876677.000000,1688.199,333.793
ReAtlas_smallhydro.3905,47.72574592736834,-121.39813390782945,3905,876676.000000,1205.772,12.106
ReAtlas_smallhydro.3907,47.72902496963984,-121.41220700598367,3907,876675.000000,1560.238,15.518
ReAtlas_smallhydro.3909,47.74677692761491,-121.32790857590498,3909,876673.000000,1323.459,846.325
ReAtlas_smallhydro.3914,47.754168645559176,-121.31397704998545,3914,876672.000000,1331.120,52.887
ReAtlas_smallhydro.3917,48.082066300844396,-119.50175479399837,3917,845438.000000,7325.527,2.493
ReAtlas_smallhydro.3925,48.026379584711925,-119.87913624971657,3925,845427.000000,1412.122,0.459
ReAtlas_smallhydro.3926,47.8448258335916,-120.93231953979961,3926,848105.000000,3064.133,117.651
ReAtlas_smallhydro.3929,47.77753199106516,-121.30352652833955,3929,876660.000000,1950.520,85.728
ReAtlas_smallhydro.3931,47.85114659727471,-120.96075228074602,3931,848102.000000,1644.390,517.159
ReAtlas_smallhydro.3934,47.79267039077093,-121.28731838420126,3934,876662.000000,1369.893,769.291
ReAtlas_smallhydro.3936,47.79486451856675,-121.29519572139685,3936,876656.000000,1083.434,54.134
ReAtlas_smallhydro.3939,47.803280757649695,-121.29237089052398,3939,876648.000000,1985.629,190.518
ReAtlas_smallhydro.3942,47.8262733929168,-121.19604348024379,3942,876651.000000,1308.224,256.004
ReAtlas_smallhydro.3943,47.8856909785359,-120.87832982713093,3943,848092.000000,1132.943,23.097
ReAtlas_smallhydro.3944,47.82433269834848,-121.21711032165663,3944,876646.000000,1775.413,236.581
ReAtlas_smallhydro.3945,48.05540045949568,-119.94115173405194,3945,847289.000000,2623.009,35.302
ReAtlas_smallhydro.3947,47.86900418758804,-120.99991821936351,3947,848096.000000,2786.729,130.873
ReAtlas_smallhydro.3948,47.80730516121337,-121.34177316458221,3948,876645.000000,1168.200,697.080
ReAtlas_smallhydro.3953,48.07579575957743,-119.9546230233046,3953,847281.000000,1622.406,21.818
ReAtlas_smallhydro.3954,48.07456056322119,-119.9776514780352,3954,847279.000000,3576.687,48.064
ReAtlas_smallhydro.3956,48.07953450466777,-120.01168871380838,3956,847277.000000,2336.373,31.562
ReAtlas_smallhydro.3961,47.9323083315725,-120.91435410865148,3961,848070.000000,2306.641,54.068
ReAtlas_smallhydro.3971,48.1166478295009,-120.00842618983211,3971,847275.000000,6100.062,82.513
ReAtlas_smallhydro.3983,47.89013170119741,-121.38273618018891,3983,876617.000000,1085.169,935.696
ReAtlas_smallhydro.3984,47.89249236507914,-121.38368166310434,3984,876603.000000,3578.940,128.970
ReAtlas_smallhydro.3987,48.139028654966005,-120.0330018057829,3987,847260.000000,1186.294,16.043
